synthetic_traffic_datas-2
"North_Flow,South_Flow,East_Flow,West_Flow,Pedestrian_Flow,Weather,Queue_Length_North,Queue_Length_South,Queue_Length_East,Queue_Length_West,Emergency_Priority_North,Emergency_Priority_South,Emergency_Priority_East,Emergency_Priority_West"
"54,59,66,7,13,1,1,15,17,16,1,0,1,0"
"16,141,33,12,4,1,3,1,5,4,0,0,1,1"
"127,137,77,37,12,2,3,19,3,15,1,1,1,0"
"69,12,19,126,50,2,1,8,16,4,1,0,0,0"
"0,118,88,36,1,1,8,4,9,2,1,0,0,0"
"148,5,16,139,5,0,3,10,0,14,0,0,1,0"
"131,94,109,118,42,0,5,6,0,7,1,0,0,1"
"44,66,2,121,38,2,19,6,5,20,0,0,0,0"
"16,7,111,120,17,0,13,0,0,16,1,1,1,0"
"131,63,56,113,29,1,5,0,20,7,1,0,0,0"
"93,100,43,79,5,2,4,18,15,8,1,0,0,1"
"68,90,11,20,18,1,12,17,10,6,1,0,0,0"
"59,61,75,120,33,1,19,8,2,18,0,0,0,1"
"125,39,63,143,35,2,15,14,12,17,1,0,1,1"
"129,26,102,95,49,0,3,7,3,4,0,1,1,1"
"111,97,144,140,20,1,17,3,0,7,0,1,1,0"
"2,134,94,33,34,1,8,13,18,12,1,1,1,1"
"138,130,36,75,35,2,0,15,7,14,1,0,1,1"
"80,144,115,130,36,0,13,7,4,6,1,0,0,0"
"99,30,51,147,41,0,8,17,4,20,1,1,0,0"
"42,90,60,101,17,2,6,6,18,13,0,0,1,0"
"0,14,21,39,10,2,12,8,12,3,1,0,1,1"
"83,96,27,139,3,0,14,16,9,2,0,1,1,1"
"100,9,18,103,27,2,11,17,15,13,1,0,0,0"
"123,106,49,52,23,1,0,4,19,13,1,1,0,0"
"18,116,146,71,50,1,20,5,9,4,1,0,0,0"
"67,138,69,49,49,2,3,3,8,5,1,1,0,0"
"41,54,82,144,45,0,20,17,16,1,0,1,1,0"
"142,9,139,142,0,0,6,13,16,13,1,1,1,1"
"7,143,18,56,0,2,7,9,1,20,1,0,1,0"
"107,145,46,47,3,1,3,12,12,1,1,1,0,1"
"82,92,37,111,14,2,0,18,0,14,0,1,1,0"
"40,146,128,48,6,0,18,0,15,13,0,1,0,1"
"139,2,21,50,29,1,5,17,7,6,0,1,1,0"
"109,34,44,70,26,2,8,6,4,15,0,0,1,1"
"101,88,137,56,30,1,14,7,5,20,0,1,1,0"
"15,83,19,72,19,0,13,0,12,4,0,0,0,1"
"138,63,17,13,41,0,6,13,14,11,1,1,0,1"
"80,131,109,98,0,2,1,7,9,17,1,0,1,0"
"91,68,28,99,1,1,16,7,1,0,0,1,1,1"
"146,7,71,34,13,1,3,6,7,16,0,0,0,1"
"73,106,81,117,11,0,18,7,0,11,0,0,0,1"
"46,96,92,95,4,1,7,14,17,8,0,1,1,1"
"106,118,121,119,36,0,0,8,5,7,1,0,1,1"
"66,38,13,35,39,1,11,13,2,10,1,1,0,0"
"﻿135,73,61,58,14,2,10,5,11,4,0,1,0,1"
"58,26,134,7,32,2,20,15,0,0,0,1,0,0"
"91,50,49,22,16,0,5,14,14,4,0,1,1,1"
"12,144,14,8,14,0,17,0,13,17,1,1,1,0"
"51,112,131,132,13,0,20,5,5,8,0,0,0,0"
"88,35,149,114,22,1,7,11,15,3,0,1,0,1"
"12,87,83,37,12,1,0,6,4,13,1,1,0,0"
"19,100,52,90,43,2,15,3,20,6,1,1,0,1"
"137,4,13,79,41,2,18,13,6,16,0,0,1,1"
"108,73,78,118,28,1,6,11,8,2,0,1,1,0"
"83,126,142,132,27,0,20,1,16,4,1,1,1,0"
"70,108,123,120,48,0,13,12,0,3,0,0,0,0"
"13,38,76,19,26,0,18,14,11,2,1,1,1,0"
"38,23,131,123,38,1,18,10,20,15,0,0,1,1"
"100,95,45,19,19,0,4,19,20,8,0,1,1,1"
"61,79,58,63,35,0,19,8,6,12,0,0,1,1"
"46,123,10,137,7,0,7,17,17,6,1,1,0,1"
"51,83,70,135,0,0,0,17,18,20,1,1,1,1"
"50,23,140,26,8,0,12,17,17,18,0,1,1,0"
"90,141,73,131,17,0,17,20,9,5,0,1,0,1"
"126,2,89,62,38,0,17,0,10,4,1,0,0,1"
"37,87,120,25,13,1,7,16,14,7,0,0,1,1"
"126,14,26,88,6,1,0,14,20,14,0,1,1,1"
"25,19,54,69,33,2,7,5,2,2,0,0,0,0"
"106,144,145,2,20,0,19,1,11,1,1,0,0,1"
"109,25,134,51,46,1,12,13,17,15,0,0,1,1"
"18,33,17,11,28,0,5,2,6,18,1,0,1,1"
"78,124,99,109,25,0,1,10,9,19,1,1,1,1"
"130,92,34,108,5,1,11,1,7,4,0,1,1,0"
"49,137,74,41,48,2,8,16,8,12,0,1,1,1"
"145,48,97,43,28,2,14,9,7,18,1,0,1,0"
"97,37,116,56,3,1,8,5,14,14,0,0,1,0"
"71,77,143,11,1,0,13,2,9,8,0,1,0,1"
"149,33,82,134,34,0,19,19,16,2,0,0,1,1"
"133,69,57,86,30,2,15,6,15,14,0,1,1,0"
"50,55,116,76,18,2,3,4,14,5,1,1,0,1"
"6,91,102,98,11,2,2,8,1,15,0,0,0,1"
"138,41,29,145,33,1,8,6,18,12,1,0,0,1"
"24,110,110,70,50,1,3,9,18,15,0,1,0,0"
"54,123,8,145,28,2,6,1,7,2,1,1,1,1"
"113,125,136,36,42,2,9,10,19,8,0,1,0,0"
"149,61,133,11,4,1,12,14,7,7,0,1,0,1"
"39,60,62,9,24,2,10,12,14,19,0,0,1,0"
"135,67,78,139,36,2,3,8,14,13,1,0,1,0"
"26,65,68,102,37,2,13,18,3,6,1,0,0,0"
"77,113,25,62,1,0,17,11,14,16,1,0,0,1"
"25,99,66,107,26,1,20,4,8,20,1,1,1,0"
"6,111,19,54,4,0,18,9,14,2,1,1,1,0"
"119,141,129,139,31,0,1,0,5,1,1,1,0,1"
"31,79,146,82,39,2,15,19,1,1,0,1,0,0"
"﻿50,149,22,17,33,1,9,17,5,11,1,0,0,0"
"105,77,6,82,42,0,5,11,15,1,0,1,1,0"
"41,90,135,141,15,2,16,10,10,6,0,0,0,1"
"24,141,80,124,35,0,12,19,1,16,1,1,1,0"
"142,16,135,53,20,2,0,19,0,7,1,1,1,0"
"88,75,111,124,10,1,7,9,20,5,1,0,1,0"
"69,92,76,77,36,0,14,14,13,15,1,0,0,1"
"25,81,1,147,41,1,15,14,6,6,0,1,1,0"
"131,125,72,95,20,1,6,9,17,3,0,1,1,0"
"91,129,126,87,21,0,1,18,0,10,1,0,0,1"
"114,72,91,14,12,2,9,14,1,7,1,1,1,0"
"35,56,21,3,29,2,19,1,4,17,1,1,0,1"
"85,50,41,141,12,2,6,15,9,12,0,0,0,0"
"122,130,122,136,0,2,12,18,5,17,1,1,0,0"
"20,58,66,36,27,2,13,17,13,11,0,0,1,0"
"38,96,1,115,23,0,13,14,10,8,0,0,1,1"
"21,98,112,92,11,2,2,9,3,7,0,0,0,1"
"26,127,123,142,18,0,15,3,16,14,1,0,1,0"
"40,75,10,25,4,0,2,8,19,5,1,1,0,1"
"40,136,127,55,16,0,12,13,9,18,0,0,1,0"
"71,78,10,119,17,2,19,20,16,5,0,0,0,1"
"77,26,10,72,42,0,4,12,3,19,1,1,1,1"
"56,21,105,4,13,0,18,1,7,6,1,0,1,1"
"25,14,107,147,5,0,11,14,11,19,0,1,0,0"
"28,46,71,64,25,2,8,1,4,6,1,1,1,1"
"134,59,37,3,21,2,3,12,12,18,1,1,1,1"
"18,119,130,30,14,0,16,13,1,8,0,0,1,0"
"106,60,26,73,11,0,9,4,20,20,1,0,0,1"
"144,104,9,11,16,0,12,1,18,10,1,1,0,1"
"84,38,34,80,22,1,11,19,3,15,0,1,0,0"
"3,111,89,55,49,2,11,19,15,1,0,1,1,0"
"130,13,96,16,8,1,5,4,15,5,0,0,1,0"
"87,143,15,92,14,0,16,19,1,12,0,1,0,1"
"126,76,38,26,22,0,7,13,4,16,0,1,0,0"
"6,67,74,24,31,1,20,20,20,7,1,1,0,1"
"93,50,68,111,43,0,16,5,4,11,0,0,1,1"
"105,78,131,145,8,0,12,3,4,7,1,1,0,1"
"72,86,125,1,1,0,8,13,1,9,0,1,1,1"
"105,56,102,0,48,2,1,13,18,16,0,0,0,0"
"34,112,39,147,37,2,13,1,7,7,0,0,1,1"
"55,60,61,9,12,0,8,11,6,7,1,0,0,0"
"83,106,117,71,2,0,11,13,2,3,0,1,0,0"
"27,43,80,83,0,0,0,17,14,18,1,1,0,1"
"22,9,14,141,24,0,20,18,1,9,0,1,0,1"
"132,36,115,78,1,2,1,0,16,6,0,1,1,1"
"32,65,37,93,26,0,8,11,5,5,1,1,0,0"
"38,74,36,109,27,1,12,3,7,3,0,1,1,0"
"106,127,99,31,21,1,15,11,13,18,0,1,1,0"
"134,121,45,116,33,0,13,17,19,9,0,1,1,1"
"107,147,91,41,15,1,9,4,7,16,0,1,0,1"
"﻿100,32,10,36,16,1,8,10,5,5,0,1,1,1"
"34,119,34,104,2,1,8,17,1,19,1,0,0,0"
"97,148,109,93,12,1,13,17,3,0,1,1,1,1"
"12,63,4,75,13,2,20,11,8,18,0,1,0,1"
"130,137,65,14,29,0,7,18,0,16,1,0,1,1"
"119,92,138,116,14,1,20,12,0,3,0,0,1,1"
"119,0,28,41,41,2,0,6,10,12,1,0,1,1"
"99,52,73,11,42,2,12,4,20,16,1,0,0,0"
"67,71,122,12,32,1,0,5,20,15,0,0,1,1"
"77,35,66,68,31,1,9,6,1,3,1,0,1,0"
"22,110,29,103,28,2,10,17,8,17,1,0,1,0"
"117,6,95,138,42,0,16,4,0,1,0,0,0,0"
"19,108,32,6,19,0,17,7,18,2,1,0,0,0"
"137,0,96,129,42,2,5,12,13,8,0,0,0,0"
"120,76,112,144,9,1,3,15,2,11,1,1,1,1"
"68,31,129,106,4,2,17,17,11,7,0,1,1,0"
"110,115,57,113,15,2,11,20,8,20,1,0,1,1"
"138,136,138,106,48,1,12,12,12,16,0,0,1,0"
"28,60,27,111,10,2,8,17,19,18,0,1,0,1"
"28,146,98,95,24,1,12,8,14,17,0,1,0,0"
"22,131,22,85,3,1,12,16,14,12,0,0,1,1"
"74,39,8,3,37,0,15,3,7,20,0,1,1,1"
"34,111,63,139,35,2,3,10,15,3,0,1,1,0"
"117,134,75,71,38,0,3,17,4,11,0,0,1,0"
"9,120,95,72,30,1,9,4,15,6,1,1,0,1"
"12,147,126,60,7,2,12,9,12,8,1,0,0,0"
"4,115,4,102,40,2,17,2,10,2,0,1,1,0"
"120,116,11,116,5,2,13,11,18,6,1,1,0,1"
"75,69,141,133,11,0,2,1,15,8,1,0,0,0"
"47,82,21,139,22,1,18,17,14,19,0,0,0,1"
"102,72,138,66,31,0,5,6,13,8,1,0,0,0"
"39,41,93,34,10,1,15,5,2,14,0,0,0,1"
"7,105,141,0,0,0,15,6,17,12,0,1,0,1"
"7,143,149,37,20,1,12,8,8,13,0,1,0,0"
"126,146,66,88,29,2,18,14,0,17,1,1,0,0"
"83,105,27,52,39,2,3,13,4,3,1,1,0,0"
"14,51,113,55,9,0,10,15,14,6,0,1,1,0"
"75,146,7,65,7,0,20,3,13,12,1,0,0,1"
"133,25,4,74,27,1,8,6,0,3,1,0,0,0"
"133,6,4,56,42,0,0,19,2,1,0,0,0,1"
"54,85,139,97,13,0,7,13,8,8,1,1,1,1"
"58,85,48,137,49,0,8,1,0,19,1,1,1,1"
"42,58,50,41,1,2,6,5,10,6,0,1,1,0"
"52,18,99,60,12,0,10,20,5,14,0,0,0,0"
"1,144,116,146,36,1,10,5,18,13,0,0,1,1"
"102,136,138,34,41,2,17,7,12,2,0,0,1,1"
"43,35,23,60,22,0,18,12,0,15,0,1,1,0"
"5,42,32,12,45,2,15,11,10,20,1,1,0,1"
"15,56,139,53,14,1,1,11,12,11,0,1,0,0"
"55,104,69,137,16,1,0,3,20,17,1,1,0,0"
"﻿111,21,125,31,24,2,7,10,14,13,1,1,0,0"
"126,136,58,16,15,0,17,19,16,16,0,0,0,0"
"44,50,83,133,42,2,12,4,20,18,0,1,0,0"
"117,78,103,102,22,1,17,4,14,12,0,1,1,0"
"79,148,112,74,7,2,5,7,5,1,1,1,0,1"
"38,109,112,30,4,1,20,5,3,5,0,0,0,1"
"117,58,50,144,4,0,11,14,2,10,1,1,0,1"
"31,111,123,149,39,0,13,2,13,16,1,1,1,0"
"19,44,71,30,12,0,5,18,19,13,1,0,0,1"
"26,147,20,132,12,2,20,11,13,5,1,0,0,1"
"113,109,7,8,49,2,18,7,3,4,1,1,0,0"
"42,92,8,133,48,1,1,11,7,4,0,1,0,1"
"132,41,112,46,29,1,16,15,15,15,0,0,1,0"
"9,62,124,124,11,2,20,9,17,0,0,1,0,1"
"137,103,72,23,36,2,2,6,20,9,1,0,0,0"
"64,57,24,33,11,1,3,13,6,3,0,0,0,0"
"133,142,50,13,50,1,19,8,16,3,1,1,0,1"
"39,38,56,51,42,1,0,13,7,8,1,1,1,1"
"18,147,129,43,21,0,7,8,15,3,1,0,1,0"
"144,118,133,140,1,2,5,13,13,12,1,0,1,1"
"17,104,149,117,36,0,12,11,2,5,0,1,1,0"
"134,110,80,120,16,2,19,12,15,4,0,0,1,1"
"138,38,55,53,50,2,15,9,1,9,1,1,0,1"
"111,63,22,97,29,1,16,15,15,14,0,1,1,1"
"129,97,23,103,38,1,2,8,11,10,0,1,0,1"
"38,98,35,126,4,0,16,1,9,7,1,0,1,0"
"145,148,115,84,27,2,16,15,11,8,1,0,0,1"
"45,22,126,126,41,1,7,4,11,11,0,0,0,0"
"85,122,7,102,32,2,18,12,11,15,1,0,1,0"
"109,50,123,41,9,2,6,16,0,19,0,1,1,0"
"10,83,140,95,46,0,17,14,17,6,1,0,1,1"
"114,39,16,12,7,2,14,17,14,19,0,0,0,0"
"50,145,62,17,6,1,6,12,19,6,1,0,1,0"
"64,47,22,78,18,0,20,12,17,6,0,0,1,1"
"40,24,147,22,12,1,9,13,17,12,0,0,0,0"
"65,21,84,12,44,1,12,10,4,19,1,0,0,1"
"5,1,60,26,2,1,1,12,14,5,1,0,1,1"
"90,81,33,83,18,1,0,18,2,6,1,0,1,1"
"47,109,139,24,4,0,7,9,11,1,0,0,1,0"
"80,141,49,140,17,1,1,15,7,2,1,1,1,1"
"121,50,53,142,26,2,8,18,7,16,0,0,1,1"
"12,128,52,25,10,0,14,9,6,5,1,1,1,1"
"106,31,54,110,23,2,15,14,1,15,1,1,0,0"
"70,142,122,73,12,1,18,13,7,11,1,1,1,0"
"12,63,1,129,17,1,12,4,3,6,0,1,1,1"
"38,142,92,1,14,2,8,2,7,5,1,1,0,0"
"103,43,102,69,10,0,5,0,17,12,0,1,1,0"
"107,31,114,38,5,1,5,15,1,5,0,1,1,0"
"148,112,136,37,5,1,13,16,2,12,0,1,0,0"
"64,114,77,40,11,2,6,9,19,5,1,1,0,0"
"﻿103,98,27,70,2,1,6,3,4,20,1,1,1,0"
"109,93,31,79,24,0,15,12,13,3,1,1,0,0"
"63,44,104,75,19,1,3,5,5,18,0,0,0,0"
"91,30,15,89,14,0,19,1,6,7,0,1,0,1"
"104,128,89,144,50,2,4,14,3,14,1,1,0,1"
"110,1,32,109,46,0,5,6,9,5,0,1,0,0"
"66,58,16,113,29,2,17,15,20,10,0,0,0,0"
"5,114,18,44,50,1,3,12,4,1,0,1,1,1"
"21,103,59,141,29,0,20,19,2,11,0,0,0,0"
"13,50,72,147,30,2,5,0,14,10,1,1,0,0"
"95,2,76,13,7,2,20,18,0,1,0,1,0,1"
"150,96,126,42,5,2,13,1,14,14,0,0,1,0"
"39,106,10,92,49,2,19,8,16,6,0,1,1,1"
"118,61,89,122,4,1,17,10,14,11,1,0,0,0"
"48,107,119,48,3,1,1,19,10,12,0,1,0,0"
"66,127,3,109,38,1,11,14,15,8,1,0,0,0"
"140,129,64,73,5,0,4,11,7,1,0,1,0,0"
"35,88,12,17,37,2,3,9,0,11,0,1,1,1"
"45,120,88,132,11,0,14,6,2,15,1,0,0,0"
"75,38,21,5,22,0,3,3,16,18,0,0,1,1"
"96,29,110,109,19,0,0,19,10,20,1,0,0,0"
"135,74,112,100,46,2,10,11,6,17,0,0,0,1"
"44,60,76,114,11,2,4,18,17,7,0,1,0,0"
"132,97,64,141,1,0,1,7,15,19,0,0,1,0"
"83,104,132,35,39,1,17,2,14,14,0,1,0,0"
"87,122,27,150,10,1,19,19,3,0,0,1,0,1"
"130,106,94,18,3,2,18,1,20,19,0,1,0,1"
"92,65,56,142,27,1,13,9,18,19,0,0,1,1"
"137,144,125,10,29,0,6,16,13,7,1,1,1,1"
"33,61,8,135,0,1,1,19,9,17,0,1,0,1"
"59,142,89,81,28,2,12,17,2,16,0,1,0,0"
"83,15,17,60,39,1,15,14,17,20,1,0,1,0"
"30,78,3,3,25,2,6,17,20,3,1,0,0,1"
"1,42,92,150,26,1,17,16,4,2,1,0,0,0"
"130,59,125,32,4,1,2,4,16,0,1,1,1,1"
"3,4,146,20,22,2,10,19,0,14,0,0,1,0"
"60,41,21,64,28,0,9,16,13,19,0,0,1,1"
"43,134,138,143,47,1,16,13,0,18,1,1,1,0"
"2,112,103,81,35,2,3,13,13,12,0,1,0,0"
"58,130,30,27,24,0,6,11,14,10,1,0,1,0"
"33,4,40,148,19,1,3,3,0,15,0,0,0,1"
"60,70,81,27,22,1,13,11,8,17,0,1,1,0"
"22,76,107,121,49,2,20,3,3,2,0,1,1,0"
"106,109,27,127,39,0,1,16,2,17,0,1,0,1"
"39,7,47,40,48,0,11,15,12,20,1,1,0,1"
"106,94,23,104,2,2,8,19,14,10,0,0,0,1"
"5,8,56,39,26,0,19,7,2,10,1,1,0,1"
"53,86,94,109,8,1,12,17,2,6,0,1,1,1"
"84,146,66,102,33,1,11,12,16,7,1,0,1,1"
"124,11,17,140,35,2,11,6,17,20,1,0,1,0"
"﻿93,80,94,7,1,0,12,6,7,7,0,1,1,1"
"10,21,123,105,39,0,4,0,15,15,0,0,1,1"
"22,116,41,55,1,2,14,5,18,3,0,0,0,0"
"93,122,125,100,26,2,20,18,10,4,1,0,1,1"
"114,77,28,22,36,2,17,16,10,18,0,0,0,0"
"28,120,74,11,41,0,13,18,3,17,1,0,1,0"
"123,86,136,33,47,2,15,16,18,0,1,0,1,1"
"57,92,122,16,43,0,7,12,16,1,1,1,1,0"
"129,77,59,83,27,0,2,12,18,20,0,0,0,1"
"53,63,84,26,6,0,15,10,13,14,1,1,1,1"
"20,95,16,139,2,1,6,19,19,4,0,0,0,0"
"104,137,135,133,13,1,15,3,8,1,0,1,0,0"
"43,130,94,59,4,1,8,6,9,12,1,1,0,1"
"93,30,110,104,47,1,7,6,10,5,0,0,1,1"
"147,73,30,93,40,2,5,9,17,9,0,1,0,1"
"4,126,120,5,37,0,9,16,17,16,0,0,1,1"
"65,19,63,45,22,1,10,20,16,5,0,0,0,1"
"60,86,119,73,9,2,19,13,5,1,0,1,0,1"
"149,73,95,28,13,0,8,14,0,1,0,0,0,0"
"73,11,147,27,39,1,16,1,3,6,1,1,1,1"
"42,94,102,126,11,2,20,3,18,3,0,0,1,1"
"118,36,94,103,39,0,18,9,3,14,0,1,1,0"
"131,90,102,59,15,0,3,9,13,15,0,1,1,0"
"90,102,125,87,18,2,5,4,10,0,0,1,1,0"
"141,41,66,23,43,0,17,6,17,3,1,1,1,0"
"70,115,149,101,28,1,10,8,9,6,1,0,1,0"
"40,110,65,118,24,0,7,2,18,0,0,1,1,1"
"69,36,24,34,49,2,9,1,3,15,1,1,0,1"
"47,127,140,57,47,1,15,11,10,19,0,0,0,0"
"1,21,49,26,6,1,17,16,3,17,0,0,1,0"
"80,69,96,25,22,1,5,13,1,0,1,0,1,0"
"131,22,66,149,23,1,15,7,10,18,0,0,1,0"
"50,49,104,122,18,2,7,4,9,8,0,0,0,0"
"0,119,1,6,2,1,14,15,4,0,1,0,0,1"
"42,64,82,19,16,0,0,4,4,20,1,0,0,1"
"111,15,71,46,42,2,17,4,5,8,1,0,0,1"
"128,39,10,70,20,2,2,13,5,6,0,0,1,1"
"49,23,106,77,36,1,4,5,15,12,0,0,1,0"
"17,127,120,49,50,1,20,17,5,1,0,1,1,0"
"120,60,4,98,12,1,7,4,18,10,1,0,1,0"
"82,48,39,37,10,1,6,7,20,9,1,1,1,1"
"88,128,146,149,40,2,11,13,0,14,1,0,1,0"
"0,111,24,101,9,2,2,12,7,7,1,0,0,1"
"45,51,35,119,45,2,11,13,2,19,1,1,0,1"
"58,88,132,75,1,0,13,1,5,15,0,1,1,1"
"42,57,77,98,41,2,0,17,19,0,1,0,1,0"
"131,29,33,59,17,1,18,10,14,0,0,0,0,0"
"64,94,95,56,19,1,5,4,4,1,1,0,1,0"
"136,143,20,2,21,2,10,7,14,2,0,0,1,1"
"70,115,83,23,14,2,5,9,7,17,1,1,1,1"
"﻿67,22,94,15,18,2,7,4,20,1,1,1,1,0"
"53,4,70,20,31,0,19,8,16,17,1,0,0,0"
"22,122,33,6,23,1,3,15,0,12,0,1,0,1"
"72,88,34,8,32,0,11,16,20,9,0,1,0,1"
"131,42,41,15,35,1,12,15,13,19,1,0,0,1"
"85,139,12,84,18,2,0,11,18,0,1,0,0,1"
"74,28,100,15,31,0,12,14,18,15,0,1,1,0"
"4,72,95,23,42,1,20,15,8,15,0,0,0,0"
"124,125,74,86,46,1,0,7,1,12,0,0,0,1"
"131,64,26,135,46,2,15,18,2,8,1,1,0,1"
"6,76,144,10,21,0,1,17,0,14,1,1,0,1"
"63,134,64,116,33,1,12,2,14,2,1,0,0,1"
"117,28,82,84,28,0,10,13,5,14,0,1,0,0"
"101,120,123,100,33,0,9,19,13,17,1,0,0,0"
"0,96,150,47,33,1,11,19,9,4,1,0,1,1"
"24,121,109,136,26,2,5,11,15,15,1,1,0,1"
"98,14,58,119,16,0,10,7,4,2,0,1,1,1"
"92,43,1,29,40,1,20,16,13,1,1,1,1,0"
"34,141,26,143,22,2,5,5,11,4,1,1,0,0"
"134,15,141,117,25,0,15,11,9,5,1,0,0,0"
"72,108,20,140,15,1,7,9,9,0,1,0,1,1"
"135,55,26,35,43,2,3,0,6,2,1,1,1,1"
"129,93,11,8,19,1,14,11,10,8,0,0,1,0"
"143,58,19,119,22,0,6,10,12,15,1,1,1,0"
"5,131,146,30,31,1,9,5,5,6,0,0,0,1"
"66,111,95,18,49,1,4,3,20,14,0,1,1,0"
"128,17,145,85,8,0,5,4,6,4,1,1,0,0"
"56,45,76,131,45,2,17,7,18,2,1,1,1,1"
"53,29,149,94,10,1,5,8,18,4,0,1,0,1"
"49,0,124,135,26,0,1,15,0,9,1,1,0,1"
"54,146,116,98,39,0,1,3,17,4,1,0,1,1"
"74,65,69,91,37,0,5,6,14,18,1,0,0,1"
"5,91,56,128,26,0,9,15,11,6,1,0,0,1"
"108,88,29,62,18,2,12,2,9,15,1,0,1,1"
"133,61,69,145,41,0,13,6,14,10,0,0,0,1"
"44,97,145,83,3,2,12,20,15,1,1,1,0,1"
"35,131,31,150,20,2,15,3,5,0,0,1,0,1"
"17,49,10,47,16,1,1,1,6,20,1,0,0,0"
"149,68,41,38,16,1,2,14,14,2,1,0,0,1"
"124,59,127,75,41,1,17,18,0,19,1,0,1,0"
"69,126,85,135,46,1,6,16,3,17,0,1,0,0"
"96,133,70,98,48,1,11,7,11,10,0,0,1,1"
"109,131,71,123,41,1,6,16,2,6,1,1,0,0"
"125,97,118,148,31,0,14,5,11,13,1,0,0,1"
"59,42,38,88,0,2,1,17,18,10,1,1,1,0"
"51,77,71,81,41,2,0,14,20,1,1,0,1,1"
"58,82,49,104,42,0,4,16,20,19,0,1,1,0"
"66,26,121,124,13,2,20,18,18,2,1,0,1,0"
"37,3,38,43,28,2,11,16,11,3,1,0,1,0"
"79,95,118,62,29,2,11,16,13,4,0,0,0,1"
"﻿57,110,28,40,21,1,6,20,17,10,0,0,1,0"
"90,72,103,71,0,2,12,20,4,15,0,0,0,0"
"51,116,150,87,10,1,10,18,17,16,1,1,0,1"
"38,30,25,45,30,0,3,6,17,0,0,1,0,0"
"126,87,43,118,15,0,12,7,2,19,0,1,1,0"
"88,117,71,13,44,2,8,14,4,2,1,0,1,1"
"37,141,106,39,13,0,19,1,6,16,0,0,0,0"
"133,125,67,26,6,2,14,6,1,2,1,1,0,1"
"42,117,35,24,32,2,8,10,13,10,1,1,0,0"
"110,128,130,40,10,1,7,10,15,16,0,0,1,1"
"59,121,73,2,25,1,5,3,13,16,0,0,0,1"
"82,106,27,148,21,2,19,0,13,19,1,1,1,0"
"138,86,50,99,6,1,12,5,17,1,0,1,1,0"
"133,134,6,101,23,2,3,7,1,3,1,1,1,1"
"108,108,3,46,29,2,14,5,20,20,0,0,1,1"
"132,115,48,120,6,1,1,4,7,4,1,1,1,1"
"74,40,1,125,29,0,1,14,13,10,1,1,1,1"
"36,121,34,123,39,1,11,16,12,15,1,1,1,1"
"98,89,40,129,37,1,5,0,8,13,0,1,0,1"
"43,3,64,21,26,0,18,20,4,19,0,0,1,1"
"109,44,103,146,48,1,19,9,1,4,1,1,0,0"
"66,22,42,35,38,2,0,6,19,14,0,0,1,1"
"142,64,65,80,26,0,15,9,7,1,0,0,0,1"
"90,70,72,24,24,2,20,14,19,15,0,1,0,0"
"47,41,103,79,30,1,12,1,9,17,0,1,0,0"
"120,122,68,136,2,2,16,20,2,5,1,1,0,0"
"26,95,133,72,8,0,20,12,6,0,0,1,0,0"
"1,59,93,49,50,1,14,7,18,14,1,0,0,0"
"39,23,71,65,14,1,8,2,14,11,0,0,0,1"
"87,30,75,65,11,2,10,13,17,13,1,1,0,0"
"138,143,136,105,32,0,12,0,19,7,1,0,1,1"
"10,127,146,110,31,0,19,0,18,15,1,0,0,0"
"38,21,149,57,50,2,7,19,8,10,1,0,1,0"
"19,29,1,96,45,2,17,6,20,11,1,0,0,0"
"98,136,70,68,26,0,1,19,10,7,0,0,1,0"
"74,111,138,39,26,1,0,3,2,15,0,1,1,0"
"69,73,10,38,11,1,2,13,6,5,1,1,1,0"
"58,143,15,31,26,0,14,18,16,6,1,0,0,1"
"69,33,95,12,38,1,14,4,17,5,1,1,0,1"
"128,133,35,69,28,0,4,1,10,12,0,0,1,0"
"103,80,26,60,16,1,14,15,19,15,1,1,0,0"
"35,121,105,76,43,0,14,15,8,12,0,1,0,1"
"37,17,37,30,5,2,18,1,12,5,0,1,0,1"
"9,1,30,123,9,1,11,15,5,19,1,1,1,1"
"24,148,146,86,4,2,17,5,7,1,1,1,0,1"
"119,112,51,78,42,1,4,19,5,15,0,1,0,1"
"86,14,60,29,36,1,0,8,4,8,0,0,1,0"
"145,62,13,73,12,1,6,0,10,18,1,0,1,0"
"139,18,44,56,23,0,16,13,7,11,1,0,1,1"
"56,98,9,143,45,2,3,8,3,10,1,1,1,0"
"﻿84,120,11,12,43,2,4,0,8,20,1,1,1,1"
"132,30,96,21,15,1,2,15,7,20,1,0,1,0"
"15,100,9,0,18,0,12,5,0,13,1,0,0,0"
"144,69,11,55,7,2,1,8,2,10,0,0,1,0"
"65,27,55,9,9,1,11,8,11,20,1,1,0,0"
"118,146,9,33,4,1,6,14,0,11,0,0,0,0"
"82,122,51,143,22,0,17,1,8,14,1,1,1,1"
"28,91,118,129,15,1,14,15,12,15,0,0,0,1"
"133,35,48,23,24,1,9,20,12,19,0,0,1,1"
"132,134,13,67,44,1,9,8,5,0,0,0,1,0"
"135,62,21,108,47,2,20,5,3,20,1,1,0,1"
"123,139,14,66,23,2,13,5,5,7,1,1,0,0"
"13,29,85,24,35,1,17,16,12,18,0,0,1,0"
"28,121,9,43,4,0,5,13,16,8,1,0,1,1"
"3,10,102,131,32,0,12,3,0,19,0,0,1,1"
"95,140,116,11,14,1,12,3,11,3,1,0,0,0"
